Vygonichi,53.1001509,34.0612529
Lishu,43.30706,124.33539
Star’,53.6182497,34.152126
Jinji,31.3115396,120.6947551
Kurikka,64.9099021,25.5080144
Cachimayo,-13.5350286,-71.9067881
Shubenka,52.6551,85.09858
Kebonagung,-8.1611036,113.6770012
Narail,23.1656982,89.4990219
Baishi,26.641315,100.222545
Guihing Proper,6.68444,125.3525
Disūq,31.1285463,30.646246
Kolobolon,-10.7903678,123.1407761
Malianzhuang,37.075814,120.468847
Karanglo,-7.7623521,112.9848168
São Pedro Gafanhoeira,38.7433547,-8.0759339
Sal’sk,46.524052,41.5008684
Caozhen,31.34778,121.536152
Niono,14.2261156,-5.9753267
Pulaupanggung,-5.3202529,104.6821048
Žiželice,50.3674128,13.5400012
Pamplona/Iruña,42.8038334,-1.6894332
Kachia,9.8734418,7.9551999
Villefranche-sur-Saône,45.991471,4.718821
Shenkou,22.483182,113.916509
Corrientes,-32.9760359,-60.6499935
Velika Kladuša,45.1838373,15.8065454
Heicheng,40.882377,122.685217
Asan,36.789796,127.0018494
Kamensk-Ural’skiy,56.359356,61.8768972
Sosnovka,54.1347287,33.2921685
Troitsk,54.3191956,62.5910092
Dolsk,51.9817834,17.0627666
Yuyangguan,30.172782,111.0765
Sidi Slimane,34.2622961,-5.9239749
Rio Verde de Mato Grosso,-18.9253941,-54.8438521
Aix-en-Provence,43.4931556,5.3698187
Shanshu,27.254639,102.555028
Richmond,49.1571976,-123.1152602
Zgurovka,50.4974447,31.7833183
Yezhi,25.704872,102.942339
Xinjiezi,33.157445,106.834805
Subrag,44.2,118.46667
Nowe Grocholice,52.1584604,20.9110916
Täby,59.4291534,18.0684457
Jāmpur,29.5945152,70.6008375
Baghlān,35.8042947,69.2877535
Villa Nueva,14.5033033,-90.5721841
Mechrá Belqsiri,34.5739933,-5.9515399
Vihāri,30.1631687,71.5263363
Sallanches,45.945945,6.6371251
Bachok,6.0375069,102.3406606
Brikama Nding,13.3723061,-16.6515647
Gostivar,41.8036152,20.9182981
Asbest,56.9713872,61.4210476
Villasis,15.9016405,120.5878276
El Tránsito,13.5192458,-87.6001222
Soreang,-7.025202,107.5259078
Lankaran,38.7528669,48.8475015
Morcellemont Saint André,-20.0723762,57.5674318
Malabag,14.1399735,120.9620573
Trzebinia,53.068264,16.136353
Sambir,49.5207147,23.2065501
Makin Village,3.1166667,172.8
Dongxi,35.580662,104.626282
Real,40.9937134,-8.2760021
Doghs,40.2213038,44.271441
Mandeni,-29.2199286,31.504882
Boyu,31.5909061,120.4927974
Caojia,27.820674,111.349622
Tanzhou,22.254836,113.467503
Sanshui,23.156045,112.896606
Ferdinandovac,46.0523136,17.2018057
Barra de Carrasco,-34.8681929,-56.0333596
Sovetskaya,49.0109213,42.1212513
Sulitair,-0.6004131,100.6534443
Livadiya,44.4751299,34.1479155
Jāsim,32.9940698,36.0567202
Krajan Siki,-8.1831,111.5359
Cipadung,-6.9253881,107.7177302
Tuchkovo,55.6207919,36.5091081
Az Zawr,29.4374631,48.2816655
Vaiusu,-13.831435,-171.7985223
Riang Tengah,-5.7301845,105.6837789
San José de Jáchal,-45.8802629,-67.5305258
Iwata,36.9692865,136.7851365
Viçosa,-5.98978,-37.9466737
Cunday,3.9456908,-74.7102958
Chivor,4.888109,-73.366926
Imrīsh,31.470305,34.999744
Anaco,9.4292297,-64.4674203
Kefar Shemaryahu,32.187123,34.823124
Balogo,13.8811133,123.6886104
Yampil’,48.2441219,28.2765218
Rafaela,-30.9392897,-61.5429067
Nerk’in Getashen,40.1442308,45.2711048
Liancheng,25.710538,116.754472
Dampol,-6.9131,113.2513
Vavuniya,8.751378,80.499954
Waihibar,-9.6099,119.6237
Sagay,9.1249562,124.7445365
Isla Pucú,-25.3088443,-56.9014072
Lycksele,64.5958098,18.6763669
Tangub,14.4290353,121.0360943
Uga,5.9353459,7.0794263
Rostock,54.1463269,12.1186173
Bieliny,50.9497303,21.3422582
Ubaitaba,-14.2581428,-39.3932232
Sơn Trà,16.1069981,108.2521815
Becerril,9.6428113,123.4072107
Hukeng,24.646975,116.951541
Jieshipu,28.262375,109.698015
La Plata,-34.9001596,-58.0352133
Gharyan,32.1717952,13.0184123
Changqiao,31.135176,121.439288
As Saffānīyah,27.9424688,48.6614478
Cibeureum Kidul,-6.9069547,107.5593913
Skärhamn,57.9910574,11.5482426
Erie,42.0948645,-80.1707662
Rodez,44.3914666,2.4935416
Hafrsfjord,58.960787,5.7326598
Ed,58.9122731,11.9327196
Vạn Giã,12.6920562,109.2221964
Montongtebolak,-8.7261,116.4644
Washington,38.9003669,-77.0351137
Fonte Boa,-2.4681009,-66.1415263
Quintãs,40.835835,-7.8169615
Nomhon,31.121606,104.38784
Vilca,-12.48564,-75.188667
Tuzhu,31.298974,120.585289
Sandefjord,59.1477457,10.1916192
Marston,52.721723,-2.244703
Kinalaglagan,13.966665,121.083337
Tamot,7.2621533,100.0135929
Santo André,-23.6742228,-46.5436003
Bi’r Ḩāt,15.552727,48.516388
Heyu,31.866274,108.958759
Capitão Poço,-1.7437356,-47.058302
Kuybyshev,55.4109698,78.2605492
Agkathiá,40.5555236,22.4712129
Richmond,18.2544504,-76.8865085
Cihambali,-6.7940161,106.3287199
Burnside,55.9206837,-3.5420426
Nigel,-26.360436,28.451357
Wiwilí,13.621654,-85.8255855
San Martín,-34.5458354,-58.562848
Abades,39.7686256,-8.4696181
Dobje pri Planini,46.136968,15.3941873
Moravský Písek,48.9901636,17.3326946
Ueki,36.8830175,137.4502378
Mizur,42.8509219,44.0546008
Srebrenica,44.1039762,19.2997218
Fort Pierce,27.3980151,-80.3714326
Zaolin,39.85667,116.460756
Khuean Ubonrat,16.7621977,102.6336894
Wangge’ertang,35.237207,102.827734
Balsas,-7.5330309,-46.035885
Västerås,59.6013651,16.4793546
Rakek,45.8131644,14.3171319
Tolbazy,54.0114023,55.8925281
Añelo,-38.351311,-68.796194
Kitami,35.6362613,139.5885895
Velika,45.4555091,17.6623801
Putina,-14.91256,-69.874893
Renliu,36.9473226,108.7379191
Selorejo,-7.938718,112.5394091
Shuanghe,44.840524,82.353656
Ulbroka,56.9335219,24.2886319
Uluale,-3.9164982,119.7397084
Okpo,7.216175,7.5599321
Bungkal,-8.0026625,111.4559084
Ekpoma,6.7491405,6.0732146
Shuimen,23.0878573,114.4046814
Mayo Belwa,9.0528821,12.0575469
Annecy,45.9018536,6.121072
Shtip,41.746429,22.199654
Nāgarpur,24.0576707,89.8762377
Liulin,37.429832,110.88907
Gedian,30.536294,114.648658
Santa Ana,-13.0730531,-75.1397677
Kanginan,-7.2576752,112.7514577
Rîbniţa,46.8146055,29.4715186
Celorico de Basto,41.3869496,-8.0022034
Yuncheng,35.026516,111.00746
Haikoudajie,24.5137245,102.9404222
Alajuelita,9.90299,-84.102054
Lorengau,-2.0349854,147.279039
Tampa,28.0003221,-82.5889012
La Ensenada,-41.2070875,-72.5387781
Xueshan,27.3183333,100.1
Vale Maceiras,39.0038214,-7.5598116
Irosin,12.712478,124.036411
Sanqishi,30.024828,121.343065
Manning,56.91683,-117.61945
Aoqian,25.462752,119.849709
Roriz,41.5838798,-8.5932108
Itaguaí,-22.8631923,-43.7779091
Salanegara,-8.1094987,115.1618941
Mölnlycke,57.6581553,12.1171659
Armamar,41.1086264,-7.6901721
Cibeureum Satu,-6.6211529,106.794275
